SEASON,GAME_ID,DATE,HOME,AWAY
20092010,20637,01/05/2010,VAN,CBJ
20092010,20638,01/05/2010,ANA,DET
20092010,20639,01/06/2010,BUF,TBL
20092010,20640,01/06/2010,NYR,DAL
20092010,20641,01/06/2010,PHI,TOR
20092010,20642,01/06/2010,MIN,CGY
20092010,20643,01/06/2010,COL,NYI
20092010,20644,01/06/2010,SJS,STL
20092010,20645,01/07/2010,BOS,CHI
20092010,20646,01/07/2010,WSH,OTT
20092010,20647,01/07/2010,ATL,NYR
20092010,20648,01/07/2010,MTL,FLA
20092010,20649,01/07/2010,PIT,PHI
20092010,20650,01/07/2010,NSH,CAR
20092010,20651,01/07/2010,EDM,CBJ
20092010,20652,01/07/2010,VAN,PHX
20092010,20653,01/07/2010,ANA,STL
20092010,20654,01/07/2010,LAK,DET
20092010,20655,01/08/2010,NJD,TBL
20092010,20656,01/08/2010,CAR,COL
20092010,20657,01/08/2010,BUF,TOR
20092010,20658,01/08/2010,DAL,NYI
20092010,20659,01/08/2010,CGY,CBJ
20092010,20660,01/09/2010,BOS,NYR
20092010,20661,01/09/2010,BUF,COL
20092010,20662,01/09/2010,TOR,PIT
20092010,20663,01/09/2010,MTL,NJD
20092010,20664,01/09/2010,OTT,FLA
20092010,20665,01/09/2010,PHI,TBL
20092010,20666,01/09/2010,ATL,WSH
20092010,20667,01/09/2010,NSH,ANA
20092010,20668,01/09/2010,MIN,CHI
20092010,20669,01/09/2010,PHX,NYI
20092010,20670,01/09/2010,VAN,CGY
20092010,20671,01/09/2010,LAK,STL
20092010,20672,01/09/2010,SJS,DET
20092010,20673,01/10/2010,CAR,OTT
20092010,20674,01/10/2010,CBJ,DAL
20092010,20675,01/10/2010,CHI,ANA
20092010,20676,01/11/2010,MIN,PIT
20092010,20677,01/11/2010,CGY,COL
20092010,20678,01/11/2010,VAN,NSH
20092010,20679,01/11/2010,LAK,SJS
20092010,20680,01/12/2010,TOR,CAR
20092010,20681,01/12/2010,NYI,DET
20092010,20682,01/12/2010,NYR,NJD
20092010,20683,01/12/2010,PHI,DAL
20092010,20684,01/12/2010,ATL,OTT
20092010,20685,01/12/2010,TBL,WSH
20092010,20686,01/12/2010,STL,CBJ
20092010,20687,01/12/2010,EDM,NSH
20092010,20688,01/12/2010,PHX,SJS
20092010,20689,01/13/2010,MIN,VAN
20092010,20690,01/13/2010,FLA,WSH
20092010,20691,01/13/2010,CGY,PIT
20092010,20692,01/13/2010,ANA,BOS
20092010,20693,01/14/2010,TOR,PHI
20092010,20694,01/14/2010,NYR,OTT
20092010,20695,01/14/2010,ATL,BUF
20092010,20696,01/14/2010,MTL,DAL
20092010,20697,01/14/2010,TBL,FLA
20092010,20698,01/14/2010,DET,CAR
20092010,20699,01/14/2010,STL,MIN
20092010,20700,01/14/2010,CHI,CBJ
20092010,20701,01/14/2010,PHX,NJD
20092010,20702,01/14/2010,EDM,PIT
20092010,20703,01/14/2010,LAK,ANA
20092010,20704,01/14/2010,SJS,BOS
20092010,20705,01/15/2010,WSH,TOR
20092010,20706,01/15/2010,CGY,NSH
20092010,20707,01/16/2010,CBJ,CHI
20092010,20708,01/16/2010,DAL,DET
20092010,20709,01/16/2010,COL,NJD
20092010,20710,01/16/2010,LAK,BOS
20092010,20711,01/16/2010,SJS,EDM
20092010,20712,01/16/2010,MTL,OTT
20092010,20713,01/16/2010,NYI,BUF
20092010,20714,01/16/2010,FLA,TBL
20092010,20715,01/16/2010,CAR,ATL
20092010,20716,01/16/2010,STL,NYR
20092010,20717,01/16/2010,PHX,MIN
20092010,20718,01/16/2010,VAN,PIT
20092010,20719,01/17/2010,WSH,PHI
20092010,20720,01/17/2010,DET,CHI
20092010,20721,01/17/2010,NYR,MTL
20092010,20722,01/17/2010,ANA,CGY
20092010,20723,01/18/2010,BOS,OTT
20092010,20724,01/18/2010,NYI,NJD
20092010,20725,01/18/2010,CAR,TBL
20092010,20726,01/18/2010,CBJ,STL
20092010,20727,01/18/2010,PHX,BUF
20092010,20728,01/18/2010,FLA,ATL
20092010,20729,01/18/2010,NSH,TOR
20092010,20730,01/18/2010,DAL,MIN
20092010,20731,01/18/2010,COL,EDM
20092010,20732,01/18/2010,SJS,CGY
20092010,20733,01/19/2010,NYR,TBL
20092010,20734,01/19/2010,PHI,CBJ
20092010,20735,01/19/2010,WSH,DET
20092010,20736,01/19/2010,ATL,TOR
20092010,20737,01/19/2010,OTT,CHI
20092010,20738,01/19/2010,PIT,NYI
20092010,20739,01/19/2010,ANA,BUF
20092010,20740,01/19/2010,LAK,SJS
20092010,20741,01/20/2010,NJD,FLA
20092010,20742,01/20/2010,MTL,STL
20092010,20743,01/20/2010,EDM,VAN
20092010,20744,01/21/2010,BOS,CBJ
20092010,20745,01/21/2010,OTT,STL
20092010,20746,01/21/2010,NYI,FLA
20092010,20747,01/21/2010,PHI,NYR
20092010,20748,01/21/2010,ATL,CAR
20092010,20749,01/21/2010,TBL,TOR
20092010,20750,01/21/2010,PIT,WSH
20092010,20751,01/21/2010,MIN,DET
20092010,20752,01/21/2010,PHX,NSH
20092010,20753,01/21/2010,CGY,CHI
20092010,20754,01/21/2010,VAN,DAL
20092010,20755,01/21/2010,LAK,BUF
20092010,20756,01/21/2010,SJS,ANA
20092010,20757,01/22/2010,NJD,MTL
20092010,20758,01/22/2010,COL,NSH
20092010,20759,01/22/2010,EDM,DAL
20092010,20760,01/23/2010,BOS,OTT
20092010,20761,01/23/2010,PHI,CAR
20092010,20762,01/23/2010,MTL,NYR
20092010,20763,01/23/2010,NYI,NJD
20092010,20764,01/23/2010,WSH,PHX
20092010,20765,01/23/2010,FLA,TOR
20092010,20766,01/23/2010,DET,LAK
20092010,20767,01/23/2010,TBL,ATL
20092010,20768,01/23/2010,STL,ANA
20092010,20769,01/23/2010,MIN,CBJ
20092010,20770,01/23/2010,VAN,CHI
20092010,20771,01/23/2010,SJS,BUF
20092010,20772,01/24/2010,PHI,PIT
20092010,20773,01/24/2010,CAR,BOS
20092010,20774,01/24/2010,COL,DAL
20092010,20775,01/25/2010,NYR,PIT
20092010,20776,01/25/2010,CGY,STL
20092010,20777,01/25/2010,VAN,BUF
20092010,20778,01/26/2010,TOR,LAK
20092010,20779,01/26/2010,NYI,WSH
20092010,20780,01/26/2010,ATL,ANA
20092010,20781,01/26/2010,CBJ,NSH
20092010,20782,01/26/2010,OTT,NJD
20092010,20783,01/26/2010,FLA,MTL
20092010,20784,01/26/2010,DET,PHX
20092010,20785,01/26/2010,EDM,CHI
20092010,20786,01/27/2010,BUF,NJD
20092010,20787,01/27/2010,NYR,CAR
20092010,20788,01/27/2010,WSH,ANA
20092010,20789,01/27/2010,TBL,MTL
20092010,20790,01/27/2010,MIN,DET
20092010,20791,01/27/2010,DAL,CGY
20092010,20792,01/27/2010,VAN,STL
20092010,20793,01/28/2010,PHI,ATL
20092010,20794,01/28/2010,PIT,OTT
20092010,20795,01/28/2010,CAR,NYI
20092010,20796,01/28/2010,CBJ,LAK
20092010,20797,01/28/2010,COL,MIN
20092010,20798,01/28/2010,PHX,CGY
20092010,20799,01/28/2010,EDM,STL
20092010,20800,01/28/2010,SJS,CHI
20092010,20801,01/29/2010,NJD,TOR
20092010,20802,01/29/2010,WSH,FLA
20092010,20803,01/29/2010,BUF,BOS
20092010,20804,01/29/2010,TBL,ANA
20092010,20805,01/29/2010,DET,NSH
20092010,20806,01/29/2010,DAL,COL
20092010,20807,01/30/2010,OTT,MTL
20092010,20808,01/30/2010,BOS,LAK
20092010,20809,01/30/2010,TOR,VAN
20092010,20810,01/30/2010,PHI,NYI
20092010,20811,01/30/2010,CAR,CHI
20092010,20812,01/30/2010,STL,CBJ
20092010,20813,01/30/2010,NSH,ATL
20092010,20814,01/30/2010,PHX,NYR
20092010,20815,01/30/2010,CGY,EDM
20092010,20816,01/30/2010,SJS,MIN
20092010,20817,01/31/2010,PIT,DET
20092010,20818,01/31/2010,WSH,TBL
20092010,20819,01/31/2010,NJD,LAK
20092010,20820,01/31/2010,FLA,NYI
20092010,20821,01/31/2010,DAL,PHX
20092010,20822,01/31/2010,COL,NYR
20092010,20823,02/01/2010,PIT,BUF
20092010,20824,02/01/2010,FLA,ANA
20092010,20825,02/01/2010,CGY,PHI
20092010,20826,02/01/2010,EDM,CAR
20092010,20827,02/02/2010,BOS,WSH
20092010,20828,02/02/2010,TOR,NJD
20092010,20829,02/02/2010,ATL,TBL
20092010,20830,02/02/2010,MTL,VAN
20092010,20831,02/02/2010,NSH,PHX
20092010,20832,02/02/2010,DAL,MIN
20092010,20833,02/02/2010,COL,CBJ
20092010,20834,02/02/2010,LAK,NYR
20092010,20835,02/02/2010,SJS,DET
20092010,20836,02/03/2010,BUF,OTT
20092010,20837,02/03/2010,CHI,STL
20092010,20838,02/03/2010,CGY,CAR
20092010,20839,02/03/2010,EDM,PHI
20092010,20840,02/03/2010,ANA,DET
20092010,20841,02/04/2010,BOS,MTL
20092010,20842,02/04/2010,NYR,WSH
20092010,20843,02/04/2010,CBJ,DAL
20092010,20844,02/04/2010,OTT,VAN
20092010,20845,02/04/2010,TBL,NYI
20092010,20846,02/04/2010,STL,SJS
20092010,20847,02/04/2010,NSH,COL
20092010,20848,02/04/2010,MIN,EDM
20092010,20849,02/04/2010,LAK,ANA
20092010,20850,02/05/2010,NJD,TOR
20092010,20851,02/05/2010,WSH,ATL
20092010,20852,02/05/2010,BUF,CAR
20092010,20853,02/05/2010,FLA,CGY
20092010,20854,02/05/2010,CHI,PHX
20092010,20855,02/06/2010,BOS,VAN
20092010,20856,02/06/2010,MTL,PIT
20092010,20857,02/06/2010,LAK,DET
20092010,20858,02/06/2010,DAL,PHX
20092010,20859,02/06/2010,TOR,OTT
20092010,20860,02/06/2010,NYI,CAR
20092010,20861,02/06/2010,NYR,NJD
20092010,20862,02/06/2010,ATL,FLA
20092010,20863,02/06/2010,TBL,CGY
20092010,20864,02/06/2010,CBJ,BUF
20092010,20865,02/06/2010,STL,CHI
20092010,20866,02/06/2010,NSH,SJS
20092010,20867,02/06/2010,MIN,PHI
20092010,20868,02/06/2010,COL,EDM
20092010,20869,02/07/2010,MTL,BOS
20092010,20870,02/07/2010,WSH,PIT
20092010,20871,02/08/2010,TOR,SJS
20092010,20872,02/08/2010,PHI,NJD
20092010,20873,02/08/2010,COL,STL
20092010,20874,02/08/2010,PHX,EDM
20092010,20875,02/08/2010,ANA,LAK
20092010,20876,02/09/2010,BUF,BOS
20092010,20877,02/09/2010,NYI,NSH
20092010,20878,02/09/2010,CAR,FLA
20092010,20879,02/09/2010,OTT,CGY
20092010,20880,02/09/2010,TBL,VAN
20092010,20881,02/09/2010,STL,DET
20092010,20882,02/09/2010,CHI,DAL
20092010,20883,02/10/2010,NJD,PHI
20092010,20884,02/10/2010,NYR,NSH
20092010,20885,02/10/2010,CBJ,SJS
20092010,20886,02/10/2010,MTL,WSH
20092010,20887,02/10/2010,PIT,NYI
20092010,20888,02/10/2010,MIN,PHX
20092010,20889,02/10/2010,COL,ATL
20092010,20890,02/10/2010,ANA,EDM
20092010,20891,02/11/2010,OTT,WSH
20092010,20892,02/11/2010,CAR,BUF
20092010,20893,02/11/2010,TBL,BOS
20092010,20894,02/11/2010,FLA,VAN
20092010,20895,02/11/2010,DET,SJS
20092010,20896,02/11/2010,CGY,DAL
20092010,20897,02/11/2010,LAK,EDM
20092010,20898,02/12/2010,NJD,NSH
20092010,20899,02/12/2010,PHI,MTL
20092010,20900,02/12/2010,CBJ,VAN
20092010,20901,02/12/2010,PIT,NYR
20092010,20902,02/12/2010,STL,TOR
20092010,20903,02/12/2010,MIN,ATL
20092010,20904,02/12/2010,COL,PHX
20092010,20905,02/13/2010,NYI,TBL
20092010,20906,02/13/2010,BUF,SJS
20092010,20907,02/13/2010,MTL,PHI
20092010,20908,02/13/2010,CAR,NJD
20092010,20909,02/13/2010,FLA,BOS
20092010,20910,02/13/2010,DET,OTT
20092010,20911,02/13/2010,STL,WSH
20092010,20912,02/13/2010,PHX,DAL
20092010,20913,02/13/2010,CHI,ATL
20092010,20914,02/13/2010,CGY,ANA
20092010,20915,02/13/2010,LAK,COL
20092010,20916,02/14/2010,NYR,TBL
20092010,20917,02/14/2010,PIT,NSH
20092010,20918,02/14/2010,MIN,VAN
20092010,20919,02/14/2010,NYI,OTT
20092010,20920,02/14/2010,CBJ,CHI
20092010,20921,02/14/2010,EDM,ANA
20092010,20922,03/01/2010,COL,DET
20092010,20923,03/02/2010,BOS,MTL
20092010,20924,03/02/2010,TOR,CAR
20092010,20925,03/02/2010,NYI,CHI
20092010,20926,03/02/2010,ATL,FLA
20092010,20927,03/02/2010,CBJ,VAN
20092010,20928,03/02/2010,OTT,NYR
20092010,20929,03/02/2010,PIT,BUF
20092010,20930,03/02/2010,TBL,PHI
20092010,20931,03/02/2010,NSH,EDM
20092010,20932,03/02/2010,DAL,LAK
20092010,20933,03/02/2010,PHX,STL
20092010,20934,03/02/2010,SJS,NJD
20092010,20935,03/03/2010,BUF,WSH
20092010,20936,03/03/2010,FLA,PHI
20092010,20937,03/03/2010,DET,VAN
20092010,20938,03/03/2010,CHI,EDM
20092010,20939,03/03/2010,CGY,MIN
20092010,20940,03/03/2010,ANA,COL
20092010,20941,03/04/2010,BOS,TOR
20092010,20942,03/04/2010,NYR,PIT
20092010,20943,03/04/2010,WSH,TBL
20092010,20944,03/04/2010,CAR,OTT
20092010,20945,03/04/2010,ATL,NYI
20092010,20946,03/04/2010,NSH,LAK
20092010,20947,03/04/2010,DAL,STL
20092010,20948,03/04/2010,PHX,COL
20092010,20949,03/04/2010,SJS,MTL
20092010,20950,03/05/2010,BUF,PHI
20092010,20951,03/05/2010,DET,NSH
20092010,20952,03/05/2010,CHI,VAN
20092010,20953,03/05/2010,CGY,NJD
20092010,20954,03/05/2010,EDM,MIN
20092010,20955,03/06/2010,PIT,DAL
20092010,20956,03/06/2010,NYI,BOS
20092010,20957,03/06/2010,OTT,TOR
20092010,20958,03/06/2010,WSH,NYR
20092010,20959,03/06/2010,FLA,CAR
20092010,20960,03/06/2010,TBL,ATL
20092010,20961,03/06/2010,PHX,ANA
20092010,20962,03/06/2010,COL,STL
20092010,20963,03/06/2010,LAK,MTL
20092010,20964,03/06/2010,SJS,CBJ
20092010,20965,03/07/2010,PIT,BOS
20092010,20966,03/07/2010,NSH,VAN
20092010,20967,03/07/2010,MIN,CGY
20092010,20968,03/07/2010,ATL,CAR
20092010,20969,03/07/2010,NYR,BUF
20092010,20970,03/07/2010,PHI,TOR
20092010,20971,03/07/2010,CHI,DET
20092010,20972,03/07/2010,EDM,NJD
20092010,20973,03/07/2010,ANA,MTL
20092010,20974,03/08/2010,WSH,DAL
20092010,20975,03/08/2010,LAK,CBJ
20092010,20976,03/09/2010,TOR,BOS
20092010,20977,03/09/2010,PHI,NYI
20092010,20978,03/09/2010,ATL,NSH
20092010,20979,03/09/2010,MTL,TBL
20092010,20980,03/09/2010,DET,CGY
20092010,20981,03/09/2010,MIN,FLA
20092010,20982,03/09/2010,COL,VAN
20092010,20983,03/09/2010,EDM,OTT
20092010,20984,03/09/2010,ANA,CBJ
20092010,20985,03/10/2010,BUF,DAL
20092010,20986,03/10/2010,NJD,NYR
20092010,20987,03/10/2010,WSH,CAR
20092010,20988,03/10/2010,CHI,LAK
20092010,20989,03/10/2010,PHX,VAN
20092010,20990,03/11/2010,TOR,TBL
20092010,20991,03/11/2010,NYI,STL
20092010,20992,03/11/2010,PHI,BOS
20092010,20993,03/11/2010,CAR,PIT
20092010,20994,03/11/2010,CBJ,ATL
20092010,20995,03/11/2010,MTL,EDM
20092010,20996,03/11/2010,DET,MIN
20092010,20997,03/11/2010,COL,FLA
20092010,20998,03/11/2010,CGY,OTT
20092010,20999,03/11/2010,SJS,NSH
20092010,21000,03/12/2010,NJD,PIT
20092010,21001,03/12/2010,WSH,TBL
20092010,21002,03/12/2010,BUF,MIN
20092010,21003,03/12/2010,ATL,NYR
20092010,21004,03/12/2010,DAL,LAK
20092010,21005,03/12/2010,ANA,NSH
20092010,21006,03/13/2010,PHI,CHI
20092010,21007,03/13/2010,TOR,EDM
20092010,21008,03/13/2010,MTL,BOS
20092010,21009,03/13/2010,NYI,NJD
20092010,21010,03/13/2010,CAR,PHX
20092010,21011,03/13/2010,DET,BUF
20092010,21012,03/13/2010,CBJ,STL
20092010,21013,03/13/2010,VAN,OTT
20092010,21014,03/13/2010,SJS,FLA
20092010,21015,03/14/2010,NYR,PHI
20092010,21016,03/14/2010,DAL,COL
20092010,21017,03/14/2010,LAK,NSH
20092010,21018,03/14/2010,NYI,TOR
20092010,21019,03/14/2010,ATL,PHX
20092010,21020,03/14/2010,TBL,PIT
20092010,21021,03/14/2010,MIN,STL
20092010,21022,03/14/2010,CHI,WSH
20092010,21023,03/14/2010,ANA,SJS
20092010,21024,03/14/2010,VAN,CGY
20092010,21025,03/15/2010,NJD,BOS
20092010,21026,03/15/2010,CBJ,EDM
20092010,21027,03/15/2010,CGY,DET
20092010,21028,03/16/2010,NYR,MTL
20092010,21029,03/16/2010,CAR,BOS
20092010,21030,03/16/2010,ATL,BUF
20092010,21031,03/16/2010,OTT,TOR
20092010,21032,03/16/2010,TBL,PHX
20092010,21033,03/16/2010,FLA,WSH
20092010,21034,03/16/2010,STL,COL
20092010,21035,03/16/2010,NSH,PHI
20092010,21036,03/16/2010,MIN,EDM
20092010,21037,03/16/2010,DAL,SJS
20092010,21038,03/16/2010,VAN,NYI
20092010,21039,03/17/2010,NJD,PIT
20092010,21040,03/17/2010,COL,CGY
20092010,21041,03/17/2010,ANA,CHI
20092010,21042,03/18/2010,BOS,PIT
20092010,21043,03/18/2010,NYR,STL
20092010,21044,03/18/2010,CAR,WSH
20092010,21045,03/18/2010,ATL,OTT
20092010,21046,03/18/2010,TOR,NJD
20092010,21047,03/18/2010,TBL,BUF
20092010,21048,03/18/2010,FLA,PHX
20092010,21049,03/18/2010,NSH,MIN
20092010,21050,03/18/2010,DAL,PHI
20092010,21051,03/18/2010,VAN,SJS
20092010,21052,03/18/2010,LAK,CHI
20092010,21053,03/19/2010,CBJ,MIN
20092010,21054,03/19/2010,CGY,SJS
20092010,21055,03/19/2010,EDM,DET
20092010,21056,03/19/2010,ANA,NYI
20092010,21057,03/20/2010,PIT,CAR
20092010,21058,03/20/2010,DAL,OTT
20092010,21059,03/20/2010,TOR,MTL
20092010,21060,03/20/2010,NJD,STL
20092010,21061,03/20/2010,ATL,PHI
20092010,21062,03/20/2010,FLA,BUF
20092010,21063,03/20/2010,TBL,WSH
20092010,21064,03/20/2010,NSH,CBJ
20092010,21065,03/20/2010,PHX,CHI
20092010,21066,03/20/2010,VAN,DET
20092010,21067,03/20/2010,LAK,NYI
20092010,21068,03/21/2010,BOS,NYR
20092010,21069,03/21/2010,MIN,CGY
20092010,21070,03/21/2010,CAR,BUF
20092010,21071,03/21/2010,FLA,TBL
20092010,21072,03/21/2010,STL,NSH
20092010,21073,03/21/2010,PHI,ATL
20092010,21074,03/21/2010,DAL,PHX
20092010,21075,03/21/2010,EDM,SJS
20092010,21076,03/21/2010,ANA,COL
20092010,21077,03/22/2010,DET,PIT
20092010,21078,03/22/2010,MTL,OTT
20092010,21079,03/22/2010,LAK,COL
20092010,21080,03/23/2010,TOR,FLA
20092010,21081,03/23/2010,NJD,CBJ
20092010,21082,03/23/2010,ATL,BOS
20092010,21083,03/23/2010,OTT,PHI
20092010,21084,03/23/2010,TBL,CAR
20092010,21085,03/23/2010,NSH,DAL
20092010,21086,03/23/2010,MIN,SJS
20092010,21087,03/23/2010,CHI,PHX
20092010,21088,03/23/2010,CGY,ANA
20092010,21089,03/23/2010,EDM,VAN
20092010,21090,03/24/2010,NYR,NYI
20092010,21091,03/24/2010,WSH,PIT
20092010,21092,03/24/2010,BUF,MTL
20092010,21093,03/24/2010,DET,STL
20092010,21094,03/24/2010,COL,LAK
20092010,21095,03/24/2010,VAN,ANA
20092010,21096,03/25/2010,BOS,TBL
20092010,21097,03/25/2010,NJD,NYR
20092010,21098,03/25/2010,NYI,CGY
20092010,21099,03/25/2010,PHI,MIN
20092010,21100,03/25/2010,CAR,WSH
20092010,21101,03/25/2010,ATL,TOR
20092010,21102,03/25/2010,CBJ,CHI
20092010,21103,03/25/2010,MTL,FLA
20092010,21104,03/25/2010,STL,LAK
20092010,21105,03/25/2010,NSH,PHX
20092010,21106,03/25/2010,SJS,DAL
20092010,21107,03/26/2010,BUF,OTT
20092010,21108,03/26/2010,DET,MIN
20092010,21109,03/26/2010,EDM,ANA
20092010,21110,03/27/2010,BOS,CGY
20092010,21111,03/27/2010,PIT,PHI
20092010,21112,03/27/2010,BUF,TBL
20092010,21113,03/27/2010,TOR,NYR
20092010,21114,03/27/2010,MTL,NJD
20092010,21115,03/27/2010,OTT,FLA
20092010,21116,03/27/2010,CAR,ATL
20092010,21117,03/27/2010,CBJ,NYI
20092010,21118,03/27/2010,NSH,DET
20092010,21119,03/27/2010,PHX,COL
20092010,21120,03/27/2010,SJS,VAN
20092010,21121,03/27/2010,LAK,DAL
20092010,21122,03/28/2010,WSH,CGY
20092010,21123,03/28/2010,PIT,TOR
20092010,21124,03/28/2010,STL,EDM
20092010,21125,03/28/2010,PHI,NJD
20092010,21126,03/28/2010,CHI,CBJ
20092010,21127,03/28/2010,SJS,COL
20092010,21128,03/29/2010,BOS,BUF
20092010,21129,03/29/2010,ATL,CAR
20092010,21130,03/29/2010,FLA,NSH
20092010,21131,03/29/2010,MIN,LAK
20092010,21132,03/29/2010,ANA,DAL
20092010,21133,03/30/2010,TOR,ATL
20092010,21134,03/30/2010,NJD,BOS
20092010,21135,03/30/2010,NYI,NYR
20092010,21136,03/30/2010,WSH,OTT
20092010,21137,03/30/2010,CBJ,TBL
20092010,21138,03/30/2010,DET,EDM
20092010,21139,03/30/2010,STL,CHI
20092010,21140,03/30/2010,NSH,LAK
20092010,21141,03/30/2010,VAN,PHX
20092010,21142,03/31/2010,BUF,FLA
20092010,21143,03/31/2010,MTL,CAR
20092010,21144,03/31/2010,PIT,TBL
20092010,21145,03/31/2010,MIN,CHI
20092010,21146,03/31/2010,DAL,SJS
20092010,21147,03/31/2010,COL,ANA
20092010,21148,03/31/2010,CGY,PHX
20092010,21149,04/01/2010,BOS,FLA
20092010,21150,04/01/2010,TOR,BUF
20092010,21151,04/01/2010,NYI,PHI
20092010,21152,04/01/2010,WSH,ATL
20092010,21153,04/01/2010,OTT,CAR
20092010,21154,04/01/2010,DET,CBJ
20092010,21155,04/01/2010,NSH,STL
20092010,21156,04/01/2010,LAK,VAN
20092010,21157,04/02/2010,NJD,CHI
20092010,21158,04/02/2010,PHI,MTL
20092010,21159,04/02/2010,TBL,NYR
20092010,21160,04/02/2010,MIN,SJS
20092010,21161,04/02/2010,DAL,EDM
20092010,21162,04/02/2010,COL,CGY
20092010,21163,04/02/2010,ANA,VAN
20092010,21164,04/03/2010,PIT,ATL
20092010,21165,04/03/2010,NYI,OTT
20092010,21166,04/03/2010,DET,NSH
20092010,21167,04/03/2010,TOR,BOS
20092010,21168,04/03/2010,MTL,BUF
20092010,21169,04/03/2010,CAR,NJD
20092010,21170,04/03/2010,FLA,NYR
20092010,21171,04/03/2010,CBJ,WSH
20092010,21172,04/03/2010,STL,DAL
20092010,21173,04/03/2010,PHX,EDM
20092010,21174,04/03/2010,LAK,ANA
20092010,21175,04/04/2010,PHI,DET
20092010,21176,04/04/2010,CHI,CGY
20092010,21177,04/04/2010,COL,SJS
20092010,21178,04/04/2010,VAN,MIN
20092010,21179,04/05/2010,WSH,BOS
20092010,21180,04/05/2010,STL,CBJ
20092010,21181,04/05/2010,EDM,MIN
20092010,21182,04/06/2010,BUF,NYR
20092010,21183,04/06/2010,TOR,PHI
20092010,21184,04/06/2010,NYI,MTL
20092010,21185,04/06/2010,ATL,NJD
20092010,21186,04/06/2010,PIT,WSH
20092010,21187,04/06/2010,TBL,CAR
20092010,21188,04/06/2010,FLA,OTT
20092010,21189,04/06/2010,DAL,CHI
20092010,21190,04/06/2010,CGY,SJS
20092010,21191,04/06/2010,VAN,COL
20092010,21192,04/06/2010,ANA,LAK
20092010,21193,04/07/2010,NYR,TOR
20092010,21194,04/07/2010,DET,CBJ
20092010,21195,04/07/2010,CHI,STL
20092010,21196,04/07/2010,EDM,COL
20092010,21197,04/07/2010,PHX,NSH
20092010,21198,04/08/2010,BOS,BUF
20092010,21199,04/08/2010,CAR,MTL
20092010,21200,04/08/2010,PIT,NYI
20092010,21201,04/08/2010,TBL,OTT
20092010,21202,04/08/2010,FLA,NJD
20092010,21203,04/08/2010,DAL,ANA
20092010,21204,04/08/2010,CGY,MIN
20092010,21205,04/08/2010,LAK,PHX
20092010,21206,04/08/2010,SJS,VAN
20092010,21207,04/09/2010,NYR,PHI
20092010,21208,04/09/2010,WSH,ATL
20092010,21209,04/09/2010,CBJ,DET
20092010,21210,04/09/2010,STL,ANA
20092010,21211,04/09/2010,COL,CHI
20092010,21212,04/10/2010,BOS,CAR
20092010,21213,04/10/2010,LAK,EDM
20092010,21214,04/10/2010,MTL,TOR
20092010,21215,04/10/2010,OTT,BUF
20092010,21216,04/10/2010,NJD,NYI
20092010,21217,04/10/2010,ATL,PIT
20092010,21218,04/10/2010,TBL,FLA
20092010,21219,04/10/2010,NSH,STL
20092010,21220,04/10/2010,MIN,DAL
20092010,21221,04/10/2010,VAN,CGY
20092010,21222,04/10/2010,SJS,PHX
20092010,21223,04/11/2010,PHI,NYR
20092010,21224,04/11/2010,WSH,BOS
20092010,21225,04/11/2010,CHI,DET
20092010,21226,04/11/2010,COL,LAK
20092010,21227,04/11/2010,NJD,BUF
20092010,21228,04/11/2010,NYI,PIT
20092010,21229,04/11/2010,FLA,TBL
20092010,21230,04/11/2010,ANA,EDM
20092010,30111,04/15/2010,WSH,MTL
20092010,30112,04/17/2010,WSH,MTL
20092010,30113,04/19/2010,MTL,WSH
20092010,30114,04/21/2010,MTL,WSH
20092010,30115,04/23/2010,WSH,MTL
20092010,30116,04/26/2010,MTL,WSH
20092010,30117,04/28/2010,WSH,MTL
20092010,30121,04/14/2010,NJD,PHI
20092010,30122,04/16/2010,NJD,PHI
20092010,30123,04/18/2010,PHI,NJD
20092010,30124,04/20/2010,PHI,NJD
20092010,30125,04/22/2010,NJD,PHI
20092010,30131,04/15/2010,BUF,BOS
20092010,30132,04/17/2010,BUF,BOS
20092010,30133,04/19/2010,BOS,BUF
20092010,30134,04/21/2010,BOS,BUF
20092010,30135,04/23/2010,BUF,BOS
20092010,30136,04/26/2010,BOS,BUF
20092010,30141,04/14/2010,PIT,OTT
20092010,30142,04/16/2010,PIT,OTT
20092010,30143,04/18/2010,OTT,PIT
20092010,30144,04/20/2010,OTT,PIT
20092010,30145,04/22/2010,PIT,OTT
20092010,30146,04/24/2010,OTT,PIT
20092010,30151,04/14/2010,SJS,COL
20092010,30152,04/16/2010,SJS,COL
20092010,30153,04/18/2010,COL,SJS
20092010,30154,04/20/2010,COL,SJS
20092010,30155,04/22/2010,SJS,COL
20092010,30156,04/24/2010,COL,SJS
20092010,30161,04/16/2010,CHI,NSH
20092010,30162,04/18/2010,CHI,NSH
20092010,30163,04/20/2010,NSH,CHI
20092010,30164,04/22/2010,NSH,CHI
20092010,30165,04/24/2010,CHI,NSH
20092010,30166,04/26/2010,NSH,CHI
20092010,30171,04/15/2010,VAN,LAK
20092010,30172,04/17/2010,VAN,LAK
20092010,30173,04/19/2010,LAK,VAN
20092010,30174,04/21/2010,LAK,VAN
20092010,30175,04/23/2010,VAN,LAK
20092010,30176,04/25/2010,LAK,VAN
20092010,30181,04/14/2010,PHX,DET
20092010,30182,04/16/2010,PHX,DET
20092010,30183,04/18/2010,DET,PHX
